drugbank_id,interactant_id,action
DB00804,BE0000045,antagonist
DB00804,BE0000560,antagonist
DB00805,BE0002198,inhibitor
DB00805,BE0000393,antagonist
DB00805,BE0000451,antagonist
DB00805,BE0000533,antagonist
DB00805,BE0000426,inhibitor
DB00805,BE0000749,inhibitor
DB00805,BE0000020,agonist
DB00805,BE0000756,agonist
DB00805,BE0000092,agonist
DB00806,BE0000924,agonist
DB00806,BE0000704,other/unknown
DB00806,BE0009788,inhibitor
DB00806,BE0001096,inhibitor
DB00807,BE0000177,inhibitor
DB00808,BE0000419,inhibitor
DB00808,BE0000672,blocker
DB00809,BE0000405,antagonist
DB00809,BE0000092,antagonist
DB00809,BE0000560,antagonist
DB00809,BE0000045,antagonist
DB00810,BE0000092,antagonist
DB00811,BE0000761,inhibitor
DB00811,BE0000681,antagonist
DB00811,BE0001261,inhibitor
DB00811,BE0000282,inhibitor
DB00812,BE0000017,inhibitor
DB00812,BE0000262,inhibitor
DB00812,BE0000117,inhibitor
DB00813,BE0000770,agonist
DB00813,BE0000420,agonist
DB00813,BE0000632,agonist
DB00814,BE0000262,inhibitor
DB00814,BE0000017,inhibitor
DB00815,BE0000530,binder
DB00816,BE0000694,agonist
DB00817,BE0000742,inhibitor
DB00817,BE0002425,inhibitor
DB00817,BE0000799,inhibitor
DB00817,BE0000798,inhibitor
DB00818,BE0002346,potentiator
DB00818,BE0002345,potentiator
DB00818,BE0004797,positive allosteric modulator
DB00818,BE0002083,inhibitor
DB00818,BE0002081,inhibitor
DB00819,BE0000267,inhibitor
DB00819,BE0000322,inhibitor
DB00819,BE0000535,inhibitor
DB00819,BE0001653,inhibitor
DB00819,BE0003634,inhibitor
DB00819,BE0003625,inhibitor
DB00819,BE0003629,inhibitor
DB00819,BE0000880,inhibitor
DB00820,BE0000182,inhibitor
DB00820,BE0003558,inhibitor
DB00820,BE0003556,inhibitor
DB00821,BE0000262,inhibitor
DB00821,BE0000017,inhibitor
DB00822,BE0000138,inhibitor
DB00822,BE0000600,inhibitor
DB00822,BE0000133,inhibitor
DB00823,BE0000557,agonist
DB00823,BE0000123,agonist
DB00824,BE0000487,inhibitor
DB00824,BE0001096,inhibitor
DB00824,BE0000241,antagonist
DB00824,BE0001133,inhibitor
DB00824,BE0000013,inhibitor
DB00824,BE0000924,inhibitor
DB00824,BE0000354,inhibitor
DB00825,BE0001186,inducer
DB00825,BE0001122,inducer
DB00825,BE0003416,inducer
DB00825,BE0008715,antagonist
DB00825,BE0000632,agonist
DB00826,BE0004803,binder
DB00827,BE0000366,inhibitor
DB00827,BE0002425,inhibitor
DB00827,BE0000742,inhibitor
DB00827,BE0004796,intercalation
DB00828,BE0000468,inhibitor
DB00829,BE0000736,agonist
DB00829,BE0004797,positive allosteric modulator
DB00829,BE0008668,ligand
DB00830,BE0000486,inhibitor
DB00830,BE0000647,inhibitor
DB00831,BE0000756,antagonist
DB00831,BE0012563,inhibitor
DB00831,BE0008706,inhibitor
DB00831,BE0008705,inhibitor
DB00831,BE0000666,antagonist
DB00831,BE0000501,antagonist
DB00831,BE0004350,inhibitor
DB00831,BE0027477,inhibitor
DB00833,BE0004643,inhibitor
DB00833,BE0000576,inhibitor
DB00834,BE0000557,antagonist
DB00834,BE0000794,antagonist
DB00835,BE0000442,antagonist
DB00835,BE0000092,antagonist
DB00835,BE0000560,antagonist
DB00835,BE0000045,antagonist
DB00835,BE0000405,antagonist
DB00835,BE0000247,antagonist
DB00836,BE0000770,agonist
DB00836,BE0000420,agonist
DB00836,BE0000632,agonist
DB00836,BE0000947,modulator
DB00836,BE0000356,blocker
DB00836,BE0000090,blocker
DB00836,BE0027477,inhibitor
DB00837,BE0002340,agonist
DB00837,BE0000795,agonist
DB00837,BE0000217,agonist
DB00838,BE0003997,inducer
DB00838,BE0000794,agonist
DB00839,BE0008670,blocker
DB00839,BE0009591,blocker
DB00841,BE0004863,agonist
DB00841,BE0000172,agonist
DB00841,BE0000694,agonist
DB00842,BE0004797,positive allosteric modulator
DB00842,BE0000736,agonist
DB00842,BE0008668,ligand
DB00843,BE0000426,inhibitor
DB00843,BE0000451,inducer
DB00843,BE0002180,inducer
DB00843,BE0000067,inhibitor
DB00843,BE0000067,inducer
DB00843,BE0004952,inhibitor
DB00843,BE0001051,inhibitor
DB00843,BE0001051,inducer
DB00843,BE0004903,inhibitor
DB00843,BE0004956,downregulator
DB00844,BE0000632,agonist
DB00844,BE0000770,antagonist
DB00844,BE0000420,antagonist
DB00845,BE0000215,modulator
DB00845,BE0004716,antagonist
DB00846,BE0003722,modulator
DB00846,BE0005001,modulator
DB00846,BE0002088,modulator
DB00846,BE0000794,agonist
DB00847,BE0001070,binder
DB00847,BE0004827,cleavage
DB00847,BE0002419,other/unknown
DB00848,BE0003585,agonist
DB00848,BE0003546,inhibitor
DB00848,BE0000896,inhibitor
DB00848,BE0004925,activator
DB00848,BE0004926,activator
DB00848,BE0004927,activator
DB00848,BE0004928,activator
DB00849,BE0000381,potentiator
DB00849,BE0000523,potentiator
DB00849,BE0000478,potentiator
DB00849,BE0000471,potentiator
DB00849,BE0000764,potentiator
DB00849,BE0000795,potentiator
DB00849,BE0000849,antagonist
DB00849,BE0002341,antagonist
DB00849,BE0000829,antagonist
DB00849,BE0000826,antagonist
DB00849,BE0000956,activator
DB00850,BE0000756,antagonist
DB00850,BE0000020,antagonist
DB00850,BE0027477,inhibitor
DB00851,BE0004796,cross-linking/alkylation
DB00851,BE0000716,other/unknown
DB00851,BE0003559,inhibitor
DB00852,BE0000486,inhibitor
DB00852,BE0000756,stimulator
DB00852,BE0000647,inhibitor
DB00852,BE0000501,agonist
DB00852,BE0000289,agonist
DB00852,BE0000749,inhibitor
DB00852,BE0000694,partial agonist
DB00852,BE0000172,agonist
DB00852,BE0000172,partial agonist
DB00852,BE0004878,inhibitor
DB00852,BE0000704,inhibitor
DB00852,BE0001086,inhibitor
DB00852,BE0004924,inhibitor
DB00852,BE0001029,inhibitor
DB00853,BE0004796,cross-linking/alkylation
DB00854,BE0000770,agonist
DB00854,BE0000420,agonist
DB00854,BE0000632,agonist
DB00855,BE0013344,modulator
DB00855,BE0000050,inducer
DB00857,BE0004670,inhibitor
DB00857,BE0000577,inhibitor
DB00858,BE0000132,agonist
DB00859,BE0004825,chelator
DB00860,BE0000794,agonist
DB00861,BE0000262,inhibitor
DB00861,BE0000017,inhibitor
DB00862,BE0000182,inhibitor
DB00862,BE0003556,inhibitor
DB00862,BE0003556,allosteric modulator
DB00862,BE0003557,inhibitor
DB00862,BE0003557,allosteric modulator
DB00863,BE0000112,antagonist
DB00863,BE0000426,inhibitor
DB00864,BE0004238,inhibitor
DB00864,BE0000695,inhibitor
DB00865,BE0000118,inducer
DB00865,BE0000289,agonist
DB00865,BE0000501,agonist
DB00865,BE0000647,inhibitor
DB00866,BE0000172,antagonist
DB00866,BE0000694,antagonist
DB00866,BE0000291,antagonist
DB00866,BE0001012,antagonist
DB00867,BE0000694,agonist
DB00867,BE0004872,agonist
DB00867,BE0004872,downregulator
DB00867,BE0004905,activator
DB00867,BE0004906,activator
DB00867,BE0010002,inhibitor
DB00867,BE0009492,inhibitor
DB00867,BE0009765,substrate
DB00868,BE0000197,antagonist
DB00869,BE0000322,inhibitor
DB00869,BE0000535,inhibitor
DB00869,BE0000267,inhibitor
DB00869,BE0003625,inhibitor
DB00870,BE0000017,inhibitor
DB00870,BE0000262,inhibitor
DB00871,BE0000694,agonist
DB00871,BE0001012,agonist
DB00871,BE0000172,antagonist
DB00872,BE0000165,antagonist
DB00872,BE0000293,antagonist
DB14596,BE0003722,modulator
DB14596,BE0005001,modulator
DB14596,BE0002088,modulator
DB14596,BE0000794,agonist
DB00874,BE0004956,antagonist
DB00875,BE0000756,antagonist
DB00875,BE0000020,antagonist
DB00875,BE0000451,antagonist
DB00875,BE0000501,antagonist
DB00875,BE0000581,antagonist
DB00875,BE0000389,antagonist
DB00875,BE0000533,antagonist
DB00875,BE0000092,antagonist
DB00876,BE0000062,antagonist
DB00877,BE0002386,inhibitor
DB00878,BE0004833,incorporation into and destabilization
DB00879,BE0004136,inhibitor
DB00879,BE0002050,modulator
DB00880,BE0000419,inhibitor
DB00880,BE0000267,inhibitor
DB00880,BE0000322,inhibitor
DB00881,BE0000221,inhibitor
DB00882,BE0000123,antagonist
DB00882,BE0000123,agonist
DB00883,BE0000556,agonist
DB00884,BE0004801,antagonist
DB00884,BE0000776,inhibitor
DB00885,BE0000442,antagonist
DB00886,BE0000266,modulator
DB00886,BE0000221,modulator
DB00887,BE0000502,inhibitor
DB00887,BE0000281,inhibitor
DB00887,BE0000601,inhibitor
DB00887,BE0000047,inhibitor
DB00887,BE0001195,antagonist
DB00888,BE0004796,intercalation
DB00889,BE0000311,antagonist
DB00890,BE0000123,agonist
DB00891,BE0000803,inhibitor
DB00891,BE0000120,inhibitor
DB00892,BE0000177,inhibitor
DB00893,BE0000629,activator
DB00893,BE0000130,activator
DB00893,BE0000399,other
DB00893,BE0000085,other
DB00894,BE0002090,inhibitor
DB00895,BE0000049,agonist
DB00895,BE0000015,agonist
DB00896,BE0000794,agonist
DB00896,BE0003722,modulator
DB00897,BE0000736,modulator
DB00897,BE0004797,positive allosteric modulator
DB00897,BE0008668,ligand
DB00898,BE0000795,agonist
DB00898,BE0000641,antagonist
DB00898,BE0000433,agonist
DB00898,BE0000745,agonist
DB00898,BE0000303,inhibitor
DB00898,BE0000430,inhibitor
DB00898,BE0002355,inhibitor
DB00898,BE0002359,inhibitor
DB00898,BE0000426,activator
DB00898,BE0000522,substrate
DB00899,BE0000770,agonist
DB00899,BE0000420,agonist
DB00899,BE0000632,agonist
DB00900,BE0004136,inhibitor
DB00900,BE0002050,inhibitor
DB00900,BE0000250,substrate
DB00901,BE0001012,modulator
DB00902,BE0000442,antagonist
DB00903,BE0000502,inhibitor
DB00903,BE0000732,inhibitor
DB00903,BE0000814,inhibitor
DB00904,BE0000311,antagonist
DB00904,BE0000084,agonist
DB00904,BE0000770,other/unknown
DB00904,BE0000291,other/unknown
DB00904,BE0000797,other/unknown
DB00905,BE0000610,agonist
DB00905,BE0000064,agonist
DB00905,BE0002375,agonist
DB00906,BE0000249,inhibitor
DB00907,BE0000647,inhibitor
DB00907,BE0000486,inhibitor
DB00907,BE0004901,inhibitor
DB00907,BE0000749,inhibitor
DB00907,BE0000092,antagonist
DB00907,BE0000560,antagonist
DB00907,BE0000156,agonist
DB00907,BE0002705,binder
DB00908,BE0000197,inhibitor
DB00908,BE0000154,inhibitor
DB00908,BE0000680,inhibitor
DB00908,BE0000090,inhibitor
DB00908,BE0000501,antagonist
DB00908,BE0000575,antagonist
DB00908,BE0000715,antagonist
DB00909,BE0000141,inhibitor
DB00909,BE0002081,inhibitor
DB00909,BE0002082,inhibitor
DB00909,BE0002083,inhibitor
DB00909,BE0000197,inhibitor
DB00909,BE0001143,inhibitor
DB00909,BE0000192,inhibitor
DB00909,BE0003635,inhibitor
DB00909,BE0003636,inhibitor
DB00909,BE0003637,inhibitor
DB00909,BE0003638,inhibitor
DB00909,BE0000483,inhibitor
DB00909,BE0000864,inhibitor
DB00909,BE0000012,inhibitor
DB00909,BE0000267,inhibitor
DB00909,BE0000322,inhibitor
DB00909,BE0003625,inhibitor
DB00909,BE0000535,inhibitor
DB00909,BE0003626,inhibitor
DB00909,BE0003627,inhibitor
DB00909,BE0003628,inhibitor
DB00909,BE0003629,inhibitor
DB00909,BE0003630,inhibitor
DB00909,BE0002437,inhibitor
DB00909,BE0003631,inhibitor
DB00909,BE0003632,inhibitor
DB00909,BE0001653,inhibitor
DB00909,BE0003633,inhibitor
DB00909,BE0003634,inhibitor
DB00909,BE0002196,inhibitor
DB00909,BE0002198,inhibitor
DB00909,BE0008668,binder
DB00910,BE0000779,agonist
DB00911,BE0004796,binder
DB00912,BE0000469,blocker
DB00912,BE0000207,inhibitor
DB00912,BE0000442,antagonist
DB00912,BE0000215,agonist
DB00913,BE0000770,agonist
DB00914,BE0000677,activator
DB00914,BE0009988,activator
DB00914,BE0000254,activator
DB00914,BE0002441,inhibitor
DB00915,BE0000630,inhibitor
DB00915,BE0000641,antagonist
DB00915,BE0000756,agonist
DB00915,BE0002341,antagonist
DB00915,BE0000849,antagonist
DB00915,BE0003585,antagonist
DB00916,BE0004435,potentiator
DB00916,BE0009695,inhibitor
DB00916,BE0009696,inhibitor
DB00917,BE0000610,antagonist
DB00917,BE0000368,agonist
DB00917,BE0000064,agonist
DB00917,BE0002375,agonist
DB00917,BE0003522,agonist
DB00917,BE0003561,agonist
DB00918,BE0000659,agonist
DB00918,BE0000797,agonist
DB00919,BE0000279,inhibitor
DB00920,BE0000442,antagonist
DB00920,BE0003559,inhibitor
DB00921,BE0000632,antagonist
DB00921,BE0000770,partial agonist
DB00921,BE0000420,antagonist
DB00922,BE0001024,potentiator
DB00922,BE0000708,inducer
DB00922,BE0002441,inducer
DB00922,BE0000436,inhibitor
DB00923,BE0003688,inhibitor
DB00924,BE0000342,antagonist
DB00924,BE0000451,antagonist
DB00924,BE0000393,antagonist
DB00924,BE0000533,antagonist
DB00924,BE0000945,antagonist
DB00924,BE0000749,inhibitor
DB00924,BE0000486,inhibitor
DB00924,BE0000650,antagonist
DB00924,BE0002442,inhibitor
DB00924,BE0003539,inhibitor
DB00925,BE0000756,antagonist
DB00925,BE0000501,antagonist
DB00925,BE0000289,antagonist
DB00925,BE0000342,antagonist
DB00925,BE0000572,antagonist
DB00925,BE0000575,antagonist
DB00925,BE0000715,antagonist
DB00925,BE0027477,inhibitor
DB00926,BE0000663,agonist
DB00926,BE0000412,agonist
DB00926,BE0000206,agonist
DB00926,BE0000707,agonist
DB00926,BE0000078,agonist
DB00926,BE0000144,agonist
DB00927,BE0000112,antagonist
DB00928,BE0000892,inhibitor
DB00928,BE0004810,other
DB00928,BE0004796,other
DB00929,BE0000475,antagonist
DB00929,BE0002375,agonist
DB00929,BE0000368,agonist
DB00929,BE0000064,agonist
DB00929,BE0003522,agonist
DB00930,BE0004809,binder
DB00931,BE0004799,inhibitor
DB00932,BE0002050,modulator
DB00932,BE0004854,inhibitor
DB00933,BE0000756,antagonist
DB00933,BE0000451,antagonist
DB00934,BE0000486,inhibitor
DB00934,BE0000442,antagonist
DB00934,BE0000092,antagonist
DB00934,BE0000560,antagonist
DB00934,BE0000045,antagonist
DB00934,BE0000405,antagonist
DB00934,BE0000247,antagonist
DB00934,BE0004863,antagonist
DB00934,BE0000451,binder
DB00934,BE0000533,binder
DB00934,BE0000650,antagonist
DB00934,BE0000756,binder
DB00934,BE0004864,antagonist
DB00935,BE0000501,partial agonist
DB00935,BE0000289,agonist
DB00935,BE0000289,partial agonist
DB00935,BE0000572,agonist
DB00935,BE0000342,agonist
DB00935,BE0000575,agonist
DB00935,BE0000715,agonist
DB00935,BE0000291,agonist
DB00935,BE0000797,agonist
DB00935,BE0000659,agonist
DB00935,BE0004882,partial agonist
DB00936,BE0003628,inhibitor
DB00936,BE0001653,inhibitor
DB00936,BE0000322,inhibitor
DB00936,BE0000535,inhibitor
DB00936,BE0000267,inhibitor
DB00936,BE0000017,inhibitor
DB00936,BE0000262,inhibitor
DB00936,BE0000126,inhibitor
DB00937,BE0000486,inhibitor
DB00937,BE0000749,inhibitor
DB00937,BE0000647,inhibitor
DB00938,BE0000694,agonist
DB00938,BE0000172,inverse agonist
DB00938,BE0001012,inverse agonist
DB00939,BE0000017,inhibitor
DB00939,BE0000262,inhibitor
DB00939,BE0000248,inhibitor
DB00939,BE0000897,other
DB00939,BE0002398,other
DB00940,BE0000112,antagonist
DB00940,BE0000247,antagonist
DB00940,BE0000092,antagonist
DB00941,BE0002180,inhibitor
DB00942,BE0000092,antagonist
DB00943,BE0002050,inhibitor
DB00943,BE0004136,inhibitor
DB00944,BE0000426,inhibitor
DB00944,BE0002180,inhibitor
DB00945,BE0000017,inhibitor
DB00945,BE0000574,inhibitor
DB00945,BE0000262,inhibitor
DB00945,BE0000126,inhibitor
DB00945,BE0004907,activator
DB00945,BE0000521,inhibitor
DB00945,BE0003380,inducer
DB00945,BE0001098,inhibitor
DB00945,BE0001098,binder
DB00945,BE0004876,inhibitor
DB00945,BE0003469,inhibitor
DB00945,BE0004952,inhibitor
DB00945,BE0004952,downregulator
DB00945,BE0000444,inhibitor
DB00945,BE0000444,downregulator
DB00945,BE0001162,inhibitor
DB00945,BE0001162,downregulator
DB00945,BE0001027,downregulator
DB00945,BE0004689,downregulator
DB00945,BE0009045,downregulator
DB00945,BE0009669,downregulator
DB00945,BE0000914,inhibitor
DB00946,BE0000713,inhibitor
DB00947,BE0000123,antagonist
DB00948,BE0000576,inhibitor
DB00948,BE0002393,binder
DB00948,BE0004643,inhibitor
DB00948,BE0003579,inhibitor
DB00949,BE0000417,antagonist
DB00949,BE0000760,antagonist
DB00950,BE0000442,antagonist
DB00951,BE0000466,other/unknown
DB00951,BE0000332,adduct
DB00952,BE0000291,agonist
DB00952,BE0000659,agonist
DB00952,BE0000797,agonist
DB00952,BE0000460,agonist
DB00953,BE0000797,agonist
DB00953,BE0000659,agonist
DB00953,BE0000291,agonist
DB00953,BE0000476,agonist
DB00953,BE0000460,agonist
DB00953,BE0000650,agonist
DB00954,BE0004800,inhibitor
DB00955,BE0000279,inhibitor
DB00955,BE0004799,inhibitor
DB00956,BE0000770,agonist
DB00956,BE0000420,agonist
DB00956,BE0000156,ligand
DB00957,BE0000557,agonist
DB00957,BE0000123,agonist
DB00957,BE0000132,partial agonist
DB00958,BE0004796,cross-linking/alkylation
DB00959,BE0000794,agonist
DB00959,BE0000422,agonist
DB00960,BE0000172,partial agonist
DB00960,BE0000694,partial agonist
DB00960,BE0001012,agonist
DB00960,BE0000291,antagonist
DB00960,BE0000291,inhibitor
DB00960,BE0000291,ligand
DB00960,BE0000797,other/unknown
DB00960,BE0000797,ligand
DB00961,BE0000177,inhibitor
DB00962,BE0000795,potentiator
DB00963,BE0000262,inhibitor
DB00963,BE0000017,inhibitor
DB00964,BE0000501,agonist
DB00964,BE0000289,agonist
DB00964,BE0000572,agonist
DB00966,BE0000215,partial agonist
DB00966,BE0000062,antagonist
DB00967,BE0000442,antagonist
DB00968,BE0000756,agonist
DB00968,BE0002151,inhibitor
DB00968,BE0000289,agonist
DB00969,BE0000311,antagonist
DB00970,BE0004796,adduct
DB00970,BE0004951,inhibitor
DB00970,BE0000971,inhibitor
DB00972,BE0000442,antagonist
DB00972,BE0000112,inhibitor
DB00972,BE0003997,inhibitor
DB00972,BE0001117,inhibitor
DB00973,BE0000802,inhibitor
DB00973,BE0000105,inhibitor
DB00973,BE0001078,other
DB00974,BE0004808,chelator
DB00974,BE0004807,chelator
DB00974,BE0004812,chelator
DB00975,BE0000631,inhibitor
DB00975,BE0000182,inhibitor
DB00975,BE0001133,inhibitor
DB00975,BE0002214,inhibitor
DB00976,BE0004800,inhibitor
DB00977,BE0000123,agonist
DB00977,BE0000956,agonist
DB00978,BE0000366,inhibitor
DB00978,BE0002425,inhibitor
DB00978,BE0000429,inhibitor
DB00978,BE0000742,inhibitor
DB00979,BE0000092,antagonist
DB00979,BE0000247,antagonist
DB00980,BE0000327,multitarget
DB00980,BE0000515,multitarget
DB00981,BE0000426,inhibitor
DB00982,BE0000144,agonist
DB00982,BE0000663,agonist
DB00982,BE0000663,other/unknown
DB00983,BE0000694,agonist
DB00983,BE0000172,agonist
DB00983,BE0001012,agonist
DB00984,BE0000132,agonist
DB00985,BE0000442,antagonist
DB00986,BE0000092,antagonist
DB00986,BE0000045,antagonist
DB00986,BE0000560,antagonist
DB00986,BE0000405,antagonist
DB00986,BE0000247,antagonist
DB00987,BE0000113,inhibitor
DB00987,BE0000308,inhibitor
DB00987,BE0004796,cross-linking/alkylation
DB00988,BE0000756,agonist
DB00988,BE0000020,agonist
DB00988,BE0000145,agonist
DB00988,BE0000581,agonist
DB00988,BE0000389,agonist
DB00988,BE0000647,inducer
DB00988,BE0000138,ligand
DB00988,BE0000291,binder
DB00988,BE0000650,binder
DB00988,BE0004889,agonist
DB00988,BE0000486,inhibitor
DB00988,BE0000749,inhibitor
DB00989,BE0000426,inhibitor
DB00989,BE0002180,inhibitor
DB00990,BE0002090,inhibitor
DB00991,BE0000017,inhibitor
DB00991,BE0000262,inhibitor
DB00992,BE0001033,activator
DB00993,BE0000374,inhibitor
DB00993,BE0001109,modulator
DB00994,BE0000279,inhibitor
DB00994,BE0004799,inhibitor
DB00995,BE0003722,modulator
DB00995,BE0005001,modulator
DB00995,BE0002088,modulator
DB00995,BE0000907,inhibitor
DB00995,BE0001154,inhibitor
DB00996,BE0000691,inhibitor
DB00996,BE0002340,antagonist
DB00996,BE0000217,antagonist
DB00996,BE0002396,inhibitor
DB00996,BE0009351,inhibitor
DB00996,BE0000013,agonist
DB00996,BE0002398,activator
DB00996,BE0002400,activator
DB00997,BE0000742,inhibitor
DB00997,BE0002449,other/unknown
DB00997,BE0004796,intercalation
DB00997,BE0000971,inhibitor
DB00997,BE0002425,inhibitor
DB00998,BE0000659,agonist
DB00998,BE0000797,agonist
DB00999,BE0000419,inhibitor
DB00999,BE0000221,modulator
DB00999,BE0000553,inhibitor
DB01000,BE0004290,inhibitor
DB01000,BE0004643,inhibitor
DB01000,BE0003577,inhibitor
DB01000,BE0004840,inhibitor
DB01001,BE0000694,agonist
DB01001,BE0000172,agonist
DB01002,BE0000177,inhibitor
DB01003,BE0001120,inhibitor
DB01003,BE0001191,antagonist
DB01004,BE0000308,inhibitor
DB01004,BE0004796,incorporation into and destabilization
DB01004,BE0000458,substrate
DB01005,BE0000325,inhibitor
DB01005,BE0002450,modulator
DB01006,BE0002090,antagonist
DB01007,BE0000233,antagonist
DB01007,BE0000875,inhibitor
DB01008,BE0004796,cross-linking/alkylation
DB01009,BE0000262,inhibitor
DB01009,BE0000017,inhibitor
DB01009,BE0003552,other
DB01010,BE0002180,inhibitor
DB01010,BE0000426,inhibitor
DB01011,BE0000731,inhibitor
DB01011,BE0001246,other/unknown
DB01012,BE0000509,agonist
DB01013,BE0000794,agonist
DB01013,BE0000422,inducer
DB01013,BE0000668,agonist
DB01014,BE0000215,agonist
DB01014,BE0000262,inhibitor
DB01014,BE0000017,inhibitor
DB01014,BE0000248,inhibitor
DB01015,BE0000803,antagonist
DB01016,BE0000207,modulator
DB01016,BE0008670,blocker
DB01016,BE0000469,modulator
DB01016,BE0000703,inhibitor
DB01016,BE0000119,inhibitor
DB01016,BE0004923,inhibitor
DB01016,BE0000406,inhibitor
DB01016,BE0001195,antagonist
DB01016,BE0009748,inhibitor
DB01017,BE0000127,inhibitor
DB01017,BE0000019,inhibitor
DB01017,BE0004799,inhibitor
DB01017,BE0001051,modulator
DB01017,BE0000248,inhibitor
DB01017,BE0000058,inhibitor
DB01017,BE0000163,inhibitor
DB01017,BE0000444,negative modulator
DB01017,BE0001162,negative modulator
DB01017,BE0001009,negative modulator
DB01017,BE0009853,inhibitor
DB01017,BE0000005,inhibitor
DB01018,BE0000289,agonist
DB01018,BE0000572,binder
DB01019,BE0000045,agonist
DB01019,BE0000247,agonist
DB01019,BE0000092,agonist
DB01019,BE0000560,agonist
DB01019,BE0000405,agonist
DB01020,BE0003578,activator
DB01021,BE0000419,inhibitor
DB01021,BE0000502,blocker
DB01021,BE0000732,inhibitor
DB01021,BE0000267,inhibitor
DB01021,BE0000322,inhibitor
DB01021,BE0000535,inhibitor
DB01022,BE0000403,substrate
DB01022,BE0000403,inducer
DB01022,BE0000403,cofactor
DB01022,BE0000724,agonist
DB01023,BE0000430,inhibitor
DB01023,BE0000691,inhibitor
DB01023,BE0002354,inhibitor
DB01023,BE0002359,inhibitor
DB01023,BE0002355,inhibitor
DB01023,BE0000864,inhibitor
DB01023,BE0002396,inhibitor
DB01023,BE0003323,inhibitor
DB01023,BE0003565,inhibitor
DB01023,BE0000668,antagonist
DB01023,BE0003566,other
DB01023,BE0001024,other
DB01023,BE0027477,other
DB01024,BE0000722,inhibitor
DB01024,BE0000761,inhibitor
DB01025,BE0001120,inhibitor
DB01025,BE0001206,antagonist
DB01025,BE0000885,antagonist
DB01025,BE0000125,antagonist
DB01025,BE0000689,inhibitor
DB01026,BE0000233,inhibitor
DB01026,BE0000690,inhibitor
DB01026,BE0000344,inhibitor
DB01026,BE0000132,binder
DB01026,BE0004873,inhibitor
DB01026,BE0000090,inhibitor
DB01026,BE0000956,antagonist
DB01028,BE0000795,agonist
DB01028,BE0000640,antagonist
DB01028,BE0000433,agonist
DB01028,BE0000781,inducer
DB01028,BE0004797,positive allosteric modulator
DB01028,BE0000218,inhibitor
DB01028,BE0000503,unknown
DB01029,BE0000062,antagonist
DB01029,BE0001040,other/unknown
DB01030,BE0000971,inhibitor
DB01030,BE0004796,intercalation
DB01030,BE0000091,inhibitor
DB01031,BE0000322,inhibitor
DB01031,BE0000267,inhibitor
DB01032,BE0001066,inhibitor
DB01032,BE0000879,inhibitor
DB01032,BE0003645,inhibitor
DB01032,BE0003719,antagonist
DB01033,BE0000077,inhibitor
DB01033,BE0000761,inhibitor
DB01033,BE0000374,inhibitor
DB01033,BE0004941,inhibitor
DB01034,BE0000801,inhibitor
DB01034,BE0000800,inhibitor
DB01034,BE0000558,inhibitor
DB01034,BE0000959,inhibitor
DB01035,BE0000090,inhibitor
DB01035,BE0000197,inhibitor
DB01035,BE0000892,other
DB01036,BE0000045,antagonist
DB01036,BE0000560,antagonist
DB01036,BE0000247,antagonist
DB01036,BE0000092,antagonist
DB01036,BE0000405,antagonist
DB01037,BE0002196,inhibitor
DB01037,BE0000384,antagonist
DB01037,BE0002198,inhibitor
DB01038,BE0000756,antagonist
DB01038,BE0000020,antagonist
DB01038,BE0000145,antagonist
DB01039,BE0000071,agonist
DB01039,BE0000956,partial agonist
DB01039,BE0009742,inhibitor
DB01041,BE0000704,inhibitor
DB01041,BE0004755,inhibitor
DB01041,BE0004796,intercalation
DB01041,BE0004879,binder
DB01042,BE0004796,cross-linking/alkylation
DB01043,BE0004852,antagonist
DB01043,BE0000311,antagonist
DB01043,BE0002341,antagonist
DB01043,BE0000756,antagonist
DB01043,BE0000756,agonist
DB01043,BE0000365,binder
DB01043,BE0004797,binder
DB01044,BE0003724,inhibitor
DB01044,BE0002388,modulator
DB01044,BE0008385,modulator
DB01044,BE0003725,inhibitor
DB01044,BE0003726,inhibitor
DB01044,BE0003727,inhibitor
DB01045,BE0010989,inhibitor
DB01045,BE0000956,agonist
DB01046,BE0000765,inducer
DB01047,BE0003722,modulator
DB01047,BE0005001,modulator
DB01047,BE0002088,modulator
DB01047,BE0000794,agonist
DB01047,BE0004659,agonist
DB01048,BE0004136,inhibitor
DB01048,BE0002050,inhibitor
DB01049,BE0009376,antagonist
DB01049,BE0009376,agonist
DB01049,BE0004888,antagonist
DB01049,BE0004888,agonist
DB01049,BE0004872,antagonist
DB01049,BE0004872,agonist
DB01049,BE0004862,antagonist
DB01049,BE0004862,agonist
DB01050,BE0000262,inhibitor
DB01050,BE0010516,inhibitor
DB01050,BE0000961,inhibitor
DB01050,BE0003552,inhibitor
DB01050,BE0000017,inhibitor
DB01050,BE0000246,modulator
DB01050,BE0001151,inducer
DB01050,BE0003591,binder
DB01050,BE0000215,activator
DB01050,BE0001195,inhibitor
DB01050,BE0000071,activator
DB01050,BE0001025,inducer
DB01050,BE0003756,inducer
DB01051,BE0000742,inhibitor
DB01051,BE0002425,inhibitor
DB01051,BE0002388,inhibitor
DB01051,BE0004950,inhibitor
DB01053,BE0002393,binder
DB01053,BE0000588,binder
DB01053,BE0000488,binder
DB01053,BE0003723,binder
DB01053,BE0004654,inhibitor
DB01053,BE0003645,substrate
DB01053,BE0003645,inhibitor
DB01053,BE0001018,substrate
DB01053,BE0001018,inhibitor
