drugbank_id,interactant_id,polypeptide_id,identifier,name
DB00695,BE0001069,Q92887,PF00664,ABC_membrane
DB00695,BE0003655,Q92959,PF07648,Kazal_2
DB00695,BE0003655,Q92959,PF03137,OATP
DB00695,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00696,BE0001032,P08183,PF00005,ABC_tran
DB00696,BE0001032,P08183,PF00664,ABC_membrane
DB00698,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00698,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00698,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00698,BE0000703,O95342,PF00005,ABC_tran
DB00698,BE0000703,O95342,PF00664,ABC_membrane
DB00698,BE0001032,P08183,PF00005,ABC_tran
DB00698,BE0001032,P08183,PF00664,ABC_membrane
DB00698,BE0001069,Q92887,PF00005,ABC_tran
DB00698,BE0001069,Q92887,PF00664,ABC_membrane
DB00701,BE0001032,P08183,PF00005,ABC_tran
DB00701,BE0001032,P08183,PF00664,ABC_membrane
DB00701,BE0000785,P33527,PF00005,ABC_tran
DB00701,BE0000785,P33527,PF00664,ABC_membrane
DB00701,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00701,BE0001004,Q9Y6L6,PF03137,OATP
DB00703,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00709,BE0000785,P33527,PF00005,ABC_tran
DB00709,BE0000785,P33527,PF00664,ABC_membrane
DB00709,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00709,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00709,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00709,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00709,BE0003648,O15245,PF00083,Sugar_tr
DB00709,BE0003647,O15244,PF00083,Sugar_tr
DB00709,BE0003650,O75751,PF07690,MFS_1
DB00709,BE0001032,P08183,PF00005,ABC_tran
DB00709,BE0001032,P08183,PF00664,ABC_membrane
DB00709,BE0001188,O15439,PF00005,ABC_tran
DB00709,BE0001188,O15439,PF00664,ABC_membrane
DB00709,BE0001061,O15438,PF00005,ABC_tran
DB00709,BE0001061,O15438,PF00664,ABC_membrane
DB00709,BE0001069,Q92887,PF00005,ABC_tran
DB00709,BE0001069,Q92887,PF00664,ABC_membrane
DB00712,BE0001188,O15439,PF00005,ABC_tran
DB00712,BE0001188,O15439,PF00664,ABC_membrane
DB00712,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00713,BE0001018,P46059,PF00854,PTR2
DB00713,BE0001134,Q16348,PF00854,PTR2
DB00714,BE0000118,Q05940,PF07690,MFS_1
DB00715,BE0001032,P08183,PF00005,ABC_tran
DB00715,BE0001032,P08183,PF00664,ABC_membrane
DB00717,BE0001032,P08183,PF00005,ABC_tran
DB00717,BE0001032,P08183,PF00664,ABC_membrane
DB00718,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00718,BE0001188,O15439,PF00005,ABC_tran
DB00718,BE0001188,O15439,PF00664,ABC_membrane
DB00718,BE0003639,O15440,PF00005,ABC_tran
DB00718,BE0003639,O15440,PF00664,ABC_membrane
DB00718,BE0003650,O75751,PF07690,MFS_1
DB00721,BE0000647,Q01959,PF00209,SNF
DB00721,BE0000486,P23975,PF00209,SNF
DB00721,BE0000749,P31645,PF00209,SNF
DB00721,BE0000749,P31645,PF03491,5HT_transport_N
DB00722,BE0001018,P46059,PF00854,PTR2
DB00722,BE0001134,Q16348,PF00854,PTR2
DB00726,BE0001032,P08183,PF00005,ABC_tran
DB00726,BE0001032,P08183,PF00664,ABC_membrane
DB00728,BE0003648,O15245,PF00083,Sugar_tr
DB00728,BE0003642,P46721,PF07648,Kazal_2
DB00728,BE0003642,P46721,PF03137,OATP
DB00731,BE0001188,O15439,PF00005,ABC_tran
DB00731,BE0001188,O15439,PF00664,ABC_membrane
DB00731,BE0000669,P53985,PF07690,MFS_1
DB00731,BE0001018,P46059,PF00854,PTR2
DB00731,BE0001134,Q16348,PF00854,PTR2
DB00731,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00734,BE0001032,P08183,PF00005,ABC_tran
DB00734,BE0001032,P08183,PF00664,ABC_membrane
DB00736,BE0001032,P08183,PF00005,ABC_tran
DB00736,BE0001032,P08183,PF00664,ABC_membrane
DB00736,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00740,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00740,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00740,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00741,BE0001032,P08183,PF00005,ABC_tran
DB00741,BE0001032,P08183,PF00664,ABC_membrane
DB00741,BE0003642,P46721,PF07648,Kazal_2
DB00741,BE0003642,P46721,PF03137,OATP
DB00741,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00743,BE0001069,Q92887,PF00005,ABC_tran
DB00743,BE0001069,Q92887,PF00664,ABC_membrane
DB00749,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00751,BE0001032,P08183,PF00005,ABC_tran
DB00751,BE0001032,P08183,PF00664,ABC_membrane
DB00755,BE0000508,P29762,PF00061,Lipocalin
DB00755,BE0000782,P29373,PF00061,Lipocalin
DB00758,BE0001032,P08183,PF00005,ABC_tran
DB00758,BE0001032,P08183,PF00664,ABC_membrane
DB00758,BE0003648,O15245,PF00083,Sugar_tr
DB00758,BE0003647,O15244,PF00083,Sugar_tr
DB00759,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00759,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00759,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00759,BE0003646,Q9Y694,PF07690,MFS_1
DB00759,BE0001042,O94956,PF03137,OATP
DB00761,BE0000281,P55011,PF00324,AA_permease
DB00761,BE0000281,P55011,PF03522,SLC12
DB00761,BE0000281,P55011,PF08403,AA_permease_N
DB00761,BE0000502,Q13621,PF00324,AA_permease
DB00761,BE0000502,Q13621,PF03522,SLC12
DB00761,BE0000502,Q13621,PF08403,AA_permease_N
DB00761,BE0000047,Q9H2X9,PF00324,AA_permease
DB00761,BE0000047,Q9H2X9,PF03522,SLC12
DB00761,BE0000140,Q9UHW9,PF00324,AA_permease
DB00761,BE0000140,Q9UHW9,PF03522,SLC12
DB00761,BE0000276,Q9Y666,PF00324,AA_permease
DB00761,BE0000276,Q9Y666,PF03522,SLC12
DB00761,BE0000601,Q9UP95,PF00324,AA_permease
DB00761,BE0000601,Q9UP95,PF03522,SLC12
DB00762,BE0003650,O75751,PF07690,MFS_1
DB00762,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00762,BE0001004,Q9Y6L6,PF03137,OATP
DB00762,BE0000785,P33527,PF00005,ABC_tran
DB00762,BE0000785,P33527,PF00664,ABC_membrane
DB00762,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00762,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00762,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00762,BE0001032,P08183,PF00005,ABC_tran
DB00762,BE0001032,P08183,PF00664,ABC_membrane
DB00762,BE0001069,Q92887,PF00005,ABC_tran
DB00762,BE0001069,Q92887,PF00664,ABC_membrane
DB00766,BE0004754,P13866,PF00474,SSF
DB00768,BE0001032,P08183,PF00005,ABC_tran
DB00768,BE0001032,P08183,PF00664,ABC_membrane
DB00770,BE0001188,O15439,PF00005,ABC_tran
DB00770,BE0001188,O15439,PF00664,ABC_membrane
DB00770,BE0003639,O15440,PF00005,ABC_tran
DB00770,BE0003639,O15440,PF00664,ABC_membrane
DB00770,BE0003655,Q92959,PF07648,Kazal_2
DB00770,BE0003655,Q92959,PF03137,OATP
DB00770,BE0003661,Q9UIG8,PF07648,Kazal_2
DB00770,BE0003661,Q9UIG8,PF03137,OATP
DB00770,BE0001042,O94956,PF03137,OATP
DB00770,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00773,BE0001061,O15438,PF00005,ABC_tran
DB00773,BE0001061,O15438,PF00664,ABC_membrane
DB00773,BE0003640,O95255,PF00005,ABC_tran
DB00773,BE0003640,O95255,PF00664,ABC_membrane
DB00773,BE0001032,P08183,PF00005,ABC_tran
DB00773,BE0001032,P08183,PF00664,ABC_membrane
DB00773,BE0000785,P33527,PF00005,ABC_tran
DB00773,BE0000785,P33527,PF00664,ABC_membrane
DB00773,BE0003651,Q5T3U5,PF00005,ABC_tran
DB00773,BE0003651,Q5T3U5,PF00664,ABC_membrane
DB00773,BE0001069,Q92887,PF00005,ABC_tran
DB00773,BE0001069,Q92887,PF00664,ABC_membrane
DB00773,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00773,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00773,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00774,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00774,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00776,BE0001032,P08183,PF00005,ABC_tran
DB00776,BE0001032,P08183,PF00664,ABC_membrane
DB00779,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00783,BE0003647,O15244,PF00083,Sugar_tr
DB00783,BE0003650,O75751,PF07690,MFS_1
DB00783,BE0003651,Q5T3U5,PF00005,ABC_tran
DB00783,BE0003651,Q5T3U5,PF00664,ABC_membrane
DB00783,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00783,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00783,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00783,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00783,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00783,BE0001004,Q9Y6L6,PF03137,OATP
DB00783,BE0001032,P08183,PF00005,ABC_tran
DB00783,BE0001032,P08183,PF00664,ABC_membrane
DB00783,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00783,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00783,BE0003659,Q9NPD5,PF03137,OATP
DB00783,BE0003660,Q9NYB5,PF07648,Kazal_2
DB00783,BE0003660,Q9NYB5,PF03137,OATP
DB00787,BE0003648,O15245,PF00083,Sugar_tr
DB00787,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00787,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00787,BE0003643,Q12908,PF01758,SBF
DB00787,BE0003657,Q96FL8,PF01554,MatE
DB00787,BE0004752,Q86VL8,PF01554,MatE
DB00788,BE0003642,P46721,PF07648,Kazal_2
DB00788,BE0003642,P46721,PF03137,OATP
DB00788,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00788,BE0000703,O95342,PF00005,ABC_tran
DB00788,BE0000703,O95342,PF00664,ABC_membrane
DB00788,BE0001032,P08183,PF00005,ABC_tran
DB00788,BE0001032,P08183,PF00664,ABC_membrane
DB00788,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00790,BE0001018,P46059,PF00854,PTR2
DB00790,BE0001134,Q16348,PF00854,PTR2
DB00794,BE0009808,Q9HCF6,PF00520,Ion_trans
DB00794,BE0009808,Q9HCF6,PF16519,TRPM_tetra
DB00794,BE0009808,Q9HCF6,PF18139,LSDAT_euk
DB00795,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00795,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00795,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00795,BE0001069,Q92887,PF00005,ABC_tran
DB00795,BE0001069,Q92887,PF00664,ABC_membrane
DB00795,BE0001048,Q96NT5,PF07690,MFS_1
DB00795,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00795,BE0001004,Q9Y6L6,PF03137,OATP
DB00795,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00795,BE0003659,Q9NPD5,PF03137,OATP
DB00795,BE0001042,O94956,PF03137,OATP
DB00795,BE0003644,Q14973,PF01758,SBF
DB00796,BE0001032,P08183,PF00005,ABC_tran
DB00796,BE0001032,P08183,PF00664,ABC_membrane
DB00798,BE0003647,O15244,PF00083,Sugar_tr
DB00798,BE0000942,P98164,PF00057,Ldl_recept_a
DB00798,BE0000942,P98164,PF00058,Ldl_recept_b
DB00798,BE0000942,P98164,PF12662,cEGF
DB00798,BE0000942,P98164,PF14670,FXa_inhibition
DB00798,BE0000942,P98164,PF07645,EGF_CA
DB00798,BE0001069,Q92887,PF00005,ABC_tran
DB00798,BE0001069,Q92887,PF00664,ABC_membrane
DB00802,BE0001032,P08183,PF00005,ABC_tran
DB00802,BE0001032,P08183,PF00664,ABC_membrane
DB00811,BE0003672,Q9HAS3,PF07670,Gate
DB00811,BE0003672,Q9HAS3,PF07662,Nucleos_tra2_C
DB00811,BE0003672,Q9HAS3,PF01773,Nucleos_tra2_N
DB00811,BE0001204,Q99808,PF01733,Nucleoside_tran
DB00812,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00812,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00812,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00813,BE0001032,P08183,PF00005,ABC_tran
DB00813,BE0001032,P08183,PF00664,ABC_membrane
DB00814,BE0001188,O15439,PF00005,ABC_tran
DB00814,BE0001188,O15439,PF00664,ABC_membrane
DB00818,BE0001032,P08183,PF00005,ABC_tran
DB00818,BE0001032,P08183,PF00664,ABC_membrane
DB00819,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00821,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00822,BE0000703,O95342,PF00005,ABC_tran
DB00822,BE0000703,O95342,PF00664,ABC_membrane
DB00827,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00829,BE0001032,P08183,PF00005,ABC_tran
DB00829,BE0001032,P08183,PF00664,ABC_membrane
DB00831,BE0001032,P08183,PF00005,ABC_tran
DB00831,BE0001032,P08183,PF00664,ABC_membrane
DB00833,BE0001018,P46059,PF00854,PTR2
DB00833,BE0001134,Q16348,PF00854,PTR2
DB00833,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00833,BE0000703,O95342,PF00005,ABC_tran
DB00833,BE0000703,O95342,PF00664,ABC_membrane
DB00834,BE0001032,P08183,PF00005,ABC_tran
DB00834,BE0001032,P08183,PF00664,ABC_membrane
DB00834,BE0000785,P33527,PF00005,ABC_tran
DB00834,BE0000785,P33527,PF00664,ABC_membrane
DB00834,BE0000703,O95342,PF00005,ABC_tran
DB00834,BE0000703,O95342,PF00664,ABC_membrane
DB00834,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00834,BE0001004,Q9Y6L6,PF03137,OATP
DB00834,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00834,BE0003659,Q9NPD5,PF03137,OATP
DB00836,BE0001032,P08183,PF00005,ABC_tran
DB00836,BE0001032,P08183,PF00664,ABC_membrane
DB00843,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00843,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00843,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00845,BE0001032,P08183,PF00005,ABC_tran
DB00845,BE0001032,P08183,PF00664,ABC_membrane
DB00845,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00845,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00845,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00845,BE0000785,P33527,PF00005,ABC_tran
DB00845,BE0000785,P33527,PF00664,ABC_membrane
DB00852,BE0000486,P23975,PF00209,SNF
DB00852,BE0000647,Q01959,PF00209,SNF
DB00852,BE0000749,P31645,PF00209,SNF
DB00852,BE0000749,P31645,PF03491,5HT_transport_N
DB00853,BE0001032,P08183,PF00005,ABC_tran
DB00853,BE0001032,P08183,PF00664,ABC_membrane
DB00853,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00853,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00853,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00855,BE0001018,P46059,PF00854,PTR2
DB00855,BE0001134,Q16348,PF00854,PTR2
DB00857,BE0009791,A0A059JJ46,PF00005,ABC_tran
DB00857,BE0009791,A0A059JJ46,PF00664,ABC_membrane
DB00859,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00859,BE0001004,Q9Y6L6,PF03137,OATP
DB00860,BE0003642,P46721,PF07648,Kazal_2
DB00860,BE0003642,P46721,PF03137,OATP
DB00860,BE0001032,P08183,PF00005,ABC_tran
DB00860,BE0001032,P08183,PF00664,ABC_membrane
DB00861,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00862,BE0001032,P08183,PF00005,ABC_tran
DB00862,BE0001032,P08183,PF00664,ABC_membrane
DB00863,BE0003648,O15245,PF00083,Sugar_tr
DB00863,BE0001032,P08183,PF00005,ABC_tran
DB00863,BE0001032,P08183,PF00664,ABC_membrane
DB00863,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00863,BE0003647,O15244,PF00083,Sugar_tr
DB00864,BE0001032,P08183,PF00005,ABC_tran
DB00864,BE0001032,P08183,PF00664,ABC_membrane
DB00864,BE0003670,Q8WWZ7,PF00005,ABC_tran
DB00864,BE0003670,Q8WWZ7,PF12698,ABC2_membrane_3
DB00864,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00864,BE0001004,Q9Y6L6,PF03137,OATP
DB00870,BE0004782,Q96S37,PF07690,MFS_1
DB00871,BE0000106,O76082,PF00083,Sugar_tr
DB00871,BE0003647,O15244,PF00083,Sugar_tr
DB00872,BE0001032,P08183,PF00005,ABC_tran
DB00872,BE0001032,P08183,PF00664,ABC_membrane
DB00875,BE0001032,P08183,PF00005,ABC_tran
DB00875,BE0001032,P08183,PF00664,ABC_membrane
DB00876,BE0001069,Q92887,PF00005,ABC_tran
DB00876,BE0001069,Q92887,PF00664,ABC_membrane
DB00877,BE0001032,P08183,PF00005,ABC_tran
DB00877,BE0001032,P08183,PF00664,ABC_membrane
DB00877,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00877,BE0001004,Q9Y6L6,PF03137,OATP
DB00877,BE0003657,Q96FL8,PF01554,MatE
DB00879,BE0003657,Q96FL8,PF01554,MatE
DB00880,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00881,BE0001018,P46059,PF00854,PTR2
DB00881,BE0001134,Q16348,PF00854,PTR2
DB00881,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00882,BE0001032,P08183,PF00005,ABC_tran
DB00882,BE0001032,P08183,PF00664,ABC_membrane
DB00887,BE0003644,Q14973,PF01758,SBF
DB00887,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00887,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00887,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00887,BE0003646,Q9Y694,PF07690,MFS_1
DB00887,BE0003642,P46721,PF07648,Kazal_2
DB00887,BE0003642,P46721,PF03137,OATP
DB00900,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00900,BE0001204,Q99808,PF01733,Nucleoside_tran
DB00900,BE0004706,Q14542,PF01733,Nucleoside_tran
DB00903,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00907,BE0003647,O15244,PF00083,Sugar_tr
DB00907,BE0000647,Q01959,PF00209,SNF
DB00908,BE0003647,O15244,PF00083,Sugar_tr
DB00908,BE0003648,O15245,PF00083,Sugar_tr
DB00908,BE0000106,O76082,PF00083,Sugar_tr
DB00908,BE0001032,P08183,PF00005,ABC_tran
DB00908,BE0001032,P08183,PF00664,ABC_membrane
DB00908,BE0003642,P46721,PF07648,Kazal_2
DB00908,BE0003642,P46721,PF03137,OATP
DB00908,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00908,BE0001069,Q92887,PF00005,ABC_tran
DB00908,BE0001069,Q92887,PF00664,ABC_membrane
DB00908,BE0000757,Q9H015,PF00083,Sugar_tr
DB00908,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00908,BE0001004,Q9Y6L6,PF03137,OATP
DB00908,BE0000703,O95342,PF00005,ABC_tran
DB00908,BE0000703,O95342,PF00664,ABC_membrane
DB00909,BE0001032,P08183,PF00005,ABC_tran
DB00909,BE0001032,P08183,PF00664,ABC_membrane
DB00911,BE0000703,O95342,PF00005,ABC_tran
DB00911,BE0000703,O95342,PF00664,ABC_membrane
DB00912,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00912,BE0001004,Q9Y6L6,PF03137,OATP
DB00912,BE0000703,O95342,PF00005,ABC_tran
DB00912,BE0000703,O95342,PF00664,ABC_membrane
DB00914,BE0003647,O15244,PF00083,Sugar_tr
DB00914,BE0003648,O15245,PF00083,Sugar_tr
DB00915,BE0003647,O15244,PF00083,Sugar_tr
DB00915,BE0003648,O15245,PF00083,Sugar_tr
DB00916,BE0001032,P08183,PF00005,ABC_tran
DB00916,BE0001032,P08183,PF00664,ABC_membrane
DB00917,BE0003647,O15244,PF00083,Sugar_tr
DB00917,BE0003639,O15440,PF00005,ABC_tran
DB00917,BE0003639,O15440,PF00664,ABC_membrane
DB00917,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00917,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00917,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00917,BE0003646,Q9Y694,PF07690,MFS_1
DB00917,BE0001188,O15439,PF00005,ABC_tran
DB00917,BE0001188,O15439,PF00664,ABC_membrane
DB00917,BE0001042,O94956,PF03137,OATP
DB00917,BE0003642,P46721,PF07648,Kazal_2
DB00917,BE0003642,P46721,PF03137,OATP
DB00917,BE0003667,Q86UW1,PF03619,Solute_trans_a
DB00917,BE0003668,Q86UW2,PF15048,OSTbeta
DB00917,BE0003655,Q92959,PF07648,Kazal_2
DB00917,BE0003655,Q92959,PF03137,OATP
DB00917,BE0003656,Q96BD0,PF07648,Kazal_2
DB00917,BE0003656,Q96BD0,PF03137,OATP
DB00917,BE0003660,Q9NYB5,PF07648,Kazal_2
DB00917,BE0003660,Q9NYB5,PF03137,OATP
DB00917,BE0003661,Q9UIG8,PF07648,Kazal_2
DB00917,BE0003661,Q9UIG8,PF03137,OATP
DB00917,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00917,BE0001004,Q9Y6L6,PF03137,OATP
DB00921,BE0001032,P08183,PF00005,ABC_tran
DB00921,BE0001032,P08183,PF00664,ABC_membrane
DB00921,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00921,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00921,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00925,BE0003647,O15244,PF00083,Sugar_tr
DB00925,BE0003648,O15245,PF00083,Sugar_tr
DB00925,BE0003650,O75751,PF07690,MFS_1
DB00927,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00927,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00927,BE0003647,O15244,PF00083,Sugar_tr
DB00927,BE0003657,Q96FL8,PF01554,MatE
DB00932,BE0000703,O95342,PF00005,ABC_tran
DB00932,BE0000703,O95342,PF00664,ABC_membrane
DB00932,BE0001042,O94956,PF03137,OATP
DB00932,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00932,BE0001004,Q9Y6L6,PF03137,OATP
DB00932,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00932,BE0003659,Q9NPD5,PF03137,OATP
DB00932,BE0001032,P08183,PF00005,ABC_tran
DB00932,BE0001032,P08183,PF00664,ABC_membrane
DB00936,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00936,BE0003652,Q63ZE4,PF00083,Sugar_tr
DB00936,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00936,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00936,BE0001042,O94956,PF03137,OATP
DB00936,BE0000669,P53985,PF07690,MFS_1
DB00936,BE0003646,Q9Y694,PF07690,MFS_1
DB00938,BE0003648,O15245,PF00083,Sugar_tr
DB00938,BE0003650,O75751,PF07690,MFS_1
DB00938,BE0003647,O15244,PF00083,Sugar_tr
DB00939,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00939,BE0003660,Q9NYB5,PF07648,Kazal_2
DB00939,BE0003660,Q9NYB5,PF03137,OATP
DB00943,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00943,BE0003646,Q9Y694,PF07690,MFS_1
DB00943,BE0001204,Q99808,PF01733,Nucleoside_tran
DB00943,BE0004706,Q14542,PF01733,Nucleoside_tran
DB00945,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00945,BE0001032,P08183,PF00005,ABC_tran
DB00945,BE0001032,P08183,PF00664,ABC_membrane
DB00945,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00950,BE0001032,P08183,PF00005,ABC_tran
DB00950,BE0001032,P08183,PF00664,ABC_membrane
DB00950,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00950,BE0001004,Q9Y6L6,PF03137,OATP
DB00950,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00950,BE0003659,Q9NPD5,PF03137,OATP
DB00950,BE0001042,O94956,PF03137,OATP
DB00950,BE0003642,P46721,PF07648,Kazal_2
DB00950,BE0003642,P46721,PF03137,OATP
DB00950,BE0001069,Q92887,PF00005,ABC_tran
DB00950,BE0001069,Q92887,PF00664,ABC_membrane
DB00950,BE0001061,O15438,PF00005,ABC_tran
DB00950,BE0001061,O15438,PF00664,ABC_membrane
DB00950,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00957,BE0001069,Q92887,PF00005,ABC_tran
DB00957,BE0001069,Q92887,PF00664,ABC_membrane
DB00957,BE0001032,P08183,PF00005,ABC_tran
DB00957,BE0001032,P08183,PF00664,ABC_membrane
DB00958,BE0003649,O15431,PF04145,Ctr
DB00958,BE0003662,O15432,PF04145,Ctr
DB00958,BE0003666,Q04656,PF00702,Hydrolase
DB00958,BE0003666,Q04656,PF00403,HMA
DB00958,BE0003666,Q04656,PF00122,E1-E2_ATPase
DB00958,BE0003664,P35670,PF00702,Hydrolase
DB00958,BE0003664,P35670,PF00403,HMA
DB00958,BE0003664,P35670,PF00122,E1-E2_ATPase
DB00958,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00958,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00958,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00958,BE0001069,Q92887,PF00005,ABC_tran
DB00958,BE0001069,Q92887,PF00664,ABC_membrane
DB00959,BE0001032,P08183,PF00005,ABC_tran
DB00959,BE0001032,P08183,PF00664,ABC_membrane
DB00960,BE0003647,O15244,PF00083,Sugar_tr
DB00966,BE0001032,P08183,PF00005,ABC_tran
DB00966,BE0001032,P08183,PF00664,ABC_membrane
DB00966,BE0001069,Q92887,PF00005,ABC_tran
DB00966,BE0001069,Q92887,PF00664,ABC_membrane
DB00966,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00966,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00966,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00966,BE0000703,O95342,PF00005,ABC_tran
DB00966,BE0000703,O95342,PF00664,ABC_membrane
DB00967,BE0001032,P08183,PF00005,ABC_tran
DB00967,BE0001032,P08183,PF00664,ABC_membrane
DB00968,BE0001018,P46059,PF00854,PTR2
DB00970,BE0000106,O76082,PF00083,Sugar_tr
DB00970,BE0001032,P08183,PF00005,ABC_tran
DB00970,BE0001032,P08183,PF00664,ABC_membrane
DB00970,BE0003640,O95255,PF00005,ABC_tran
DB00970,BE0003640,O95255,PF00664,ABC_membrane
DB00970,BE0000785,P33527,PF00005,ABC_tran
DB00970,BE0000785,P33527,PF00664,ABC_membrane
DB00970,BE0001067,Q9UNQ0,PF00005,ABC_tran
