drugbank_id,synonym,language,coder
DB04545,Isofagomine,english,
DB04546,3-deaza-adenosine,english,
DB04546,Deaza-Ado,english,
DB04551,"1,6-di-O-phosphono-β-D-fructofuranose",english,
DB04551,"beta-D-Fructose 1,6-bisphosphate",english,
DB04551,"β-D-fructofuranose 1,6-bisphosphate",english,
DB04552,Acide niflumique,french,inn
DB04552,Acido niflumico,spanish,inn
DB04552,Acidum niflumicum,latin,inn
DB04552,NFA,english,
DB04552,Niflumic acid,english,inn/ban/dcf
DB04556,(-)-3-((1S)-1-(Dimethylamino)ethyl)phenol,english,
DB04556,3-((1S)-1-(Dimethylamino)ethyl)phenol,english,
DB04562,"1,2,3-propanetricarboxylic acid",english,
DB04562,3-carboxyglutaric acid,english,
DB04562,3-carboxypentanedioic acid,english,
DB04562,Carballylic acid,english,
DB04562,Carboxymethylsuccinic acid,english,
DB04562,β-carboxyglutaric acid,english,
DB04564,"1,5-D-gluconolactone",english,
DB04564,"1,5-Gluconolactone",english,
DB04564,D-gluconic acid delta-lactone,english,
DB04564,"D-glucono-1,5-lactone",english,
DB04564,"D-threo-Aldono-1,5-lactone",english,
DB04564,delta-gluconolactone,english,
DB04564,GDL,english,
DB04564,Gluconic acid lactone,english,
DB04564,Glucono delta-lactone,english,
DB04564,Glucono-delta-lactone,english,
DB04564,Gluconolactone,english,usp
DB04566,Cytosine inosinate,english,
DB04569,Phenylmethyl formate,english,
DB04570,Festamoxin,english,
DB04570,Lamoxactam,english,
DB04570,Latamoxef,english,inn/jan
DB04570,Latamoxefum,latin,inn
DB04570,Moxalactam,english,
DB04571,"2',4,8-Trimethylpsoralen",english,
DB04571,"4,5',8-Trimethylpsoralen",english,
DB04571,"4,8,5'-Trimethylpsoralen",english,
DB04571,"6-hydroxy-β,2,7-trimethyl-5-benzofuranacrylic acid, δ-lactone",english,
DB04571,Trimethylpsoralen,english,
DB04571,Trioxisaleno,spanish,inn
DB04571,Trioxsalen,english,usan/usp
DB04571,Trioxysalen,english,inn
DB04571,Trioxysalene,french,inn
DB04571,Trioxysalenum,latin,inn
DB04571,Trisoralen,english,
DB04572,Thiotepa,english,inn/usp
DB04573,"(16α,17β)-estra-1,3,5(10)-triene-3,16,17-triol",english,
DB04573,"1,3,5(10)-Estratriene-3,16-alpha,17beta-triol",english,
DB04573,16-alpha-Hydroxyestradiol,english,
DB04573,16alpha-hydroxyestradiol,english,
DB04573,16α-hydroxyestradiol,english,
DB04573,"16α,17β-estriol",english,
DB04573,"3,16alpha,17beta-Trihydroxy-delta(1,3,5)-estratriene",english,
DB04573,Estriol,english,inn/usp
DB04573,Oestriol,english,
DB04573,Östriol,german,
DB04573,Trihydroxyestrin,english,
DB04574,"Estra-1,3,5 (10)-triene-17-one-3-yl-sulfate",english,
DB04574,Estrone 3-sulfate,english,
DB04574,Estrone bisulfate,english,
DB04574,Estrone hemisulfate,english,
DB04574,Estrone hydrogen sulfate,english,
DB04574,Estrone sulphate,english,
DB04574,Estrone-3-sulphate,english,
DB04574,"Estrone, hydrogen sulfate",english,
DB04575,17-alpha-Ethinylestradiol 3-cyclopentyl ether,english,
DB04575,17alpha-Ethynylestradiol 3-cyclopentyl ether,english,
DB04575,Estradiol-17-beta 3-cyclopentyl ether,english,
DB04575,Quinestrol,english,inn/usan
DB04575,Quinestrolo,italian,dcit
DB04575,Quinestrolum,latin,inn
DB04576,Fleroxacin,english,inn/ban/jan/usan
DB04576,Fleroxacine,french,
DB04576,Fleroxacino,spanish,
DB04576,Fleroxacinum,latin,
DB04576,Fleroxicin,english,
DB04576,FLRX,english,
DB04577,1-(1-phenylcyclopentyl)methanamine,english,iupac
DB04577,1-Phenylcyclopentanemethylamine,english,
DB04577,C-(1-Phenyl-cyclopentyl)-methylamine,english,
DB04581,1-benzyl-1H-imidazole,english,
DB04582,(R)-imazaquin,english,
DB04584,"2,3-Didehydrophenylalanine",english,
DB04584,alpha-Aminocinnamate,english,
DB04586,2-Bromfenol,czech,
DB04586,2-Bromophenol,english,
DB04586,o-Bromophenol,english,
DB04599,1-p-anisoylpyrrolidin-2-one,english,
DB04599,Aniracetam,english,inn/jan/usan
DB04599,Aniracetamun,latin,inn
DB04619,1-phenylethanone,english,
DB04619,Acetylbenzene,english,
DB04619,Benzoyl methide,english,
DB04619,Methyl phenyl ketone,english,
DB04619,Phenyl methyl ketone,english,
DB04620,1-amino-1-cyclopentanecarboxylic acid,english,
DB04620,1-aminocyclopentane-1-carboxylic acid,english,iupac
DB04620,1-aminocyclopentanecarboxylic acid,english,
DB04620,Cyclo-leucine,english,
DB04620,Cycloleucin,english,
DB04622,4-(2-acetamidoethyl)imidazole,english,
DB04622,4-(2-acetylaminoethyl)imidazole,english,
DB04622,4-(beta-Acetylaminoethyl)imidazole,english,
DB04622,α-N-acetylhistamine,english,
DB04626,"4-O-((8R)-2-amino-8-O-(4-amino-4-deoxy-α-D-glucopyranosyl)-2,3,7-trideoxy-7-(methylamino)-D-glycero-α-D-allo-octodialdo-1,5:8,4-dipyranos-1-yl)-2-deoxy-D-streptamine",english,
DB04626,"4-O-(3α-amino-6α-((4-amino-4-deoxy-α-D-glucopyranosyl)oxy)-2,3,4,5aβ,6,7,8,8aα-octahydro-8β-hydroxy-7β-(methylamino)pyrano(3,2-b)pyran-2α-yl)-2-deoxy-D-streptamine",english,
DB04626,Apramicina,spanish,inn
DB04626,Apramycin,english,inn/usan
DB04626,Apramycine,french,inn
DB04626,Apramycinum,latin,inn
DB04626,Nebramycin II,english,
DB04627,"2,2'-Anhydrouridine",english,
DB04627,"2,2'-O-Cyclouridine",english,
DB04627,"O2,2'-Cyclouridine",english,
DB04630,(+)-aldosterone,english,
DB04630,"(11β)-11,21-dihydroxy-3,20-dioxopregn-4-en-18-al",english,
DB04630,"11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al",english,
DB04630,"11beta,21-dihydroxy-3,20-dioxopregn-4-en-18-al",english,
DB04630,Aldosterona,spanish,
DB04630,Aldosterone,english,inn
DB04630,Aldosteronum,latin,
DB04631,"3-[(2S,4S,5R)-5,6-dichloro-2,4-dimethyl-1-oxohexyl]-4-hydroxy-5,6-dimethoxy-2(1H)-pyridinone",english,
DB04638,"2,5-di-tert-butylbenzene-1,4-diol",english,
DB04640,"2,6-naphthalenedisulfonic acid",english,
DB04640,Ebert-Merz beta-acid,english,
DB04640,"naphthalene-2,6-disulphonic acid",english,
DB04646,"2,5-dibromo-3-isopropyl-6-methyl-1,4-benzoquinone",english,
DB04646,"2,5-dibromo-3-isopropyl-6-methylbenzoquinone",english,
DB04646,"2,5-dibromo-3-methyl-6-(1-methylethyl)-2,5-cyclohexadiene-1,4-dione",english,
DB04646,"2,5-dibromo-3-methyl-6-(1-methylethyl)cyclohexa-2,5-diene-1,4-dione",english,
DB04652,"(11β)-11,21-dihydroxypregn-4-ene-3,20-dione",english,
DB04652,"11beta,21-Dihydroxy-4-pregnene-3,20-dione",english,
DB04652,"11β,21-dihydroxyprogesterone",english,
DB04652,17-deoxycortisol,english,
DB04652,Kendall's compound B,english,
DB04652,Reichstein's substance H,english,
DB04653,Calpain inhibitor IV,english,
DB04653,CBZ-LEU-LEU-TYR-CH2F,english,
DB04653,N-[(benzyloxy)carbonyl]leucyl-N(1)-[3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]leucinamide,english,
DB04655,Metoprine,english,usan
DB04657,"2,3-Dihydro-5-carboxanilido-6-methyl-1,4-oxathiin",english,
DB04657,"2,3-Dihydro-6-methyl-1,4-oxathiin-5-carboxanilide",english,
DB04657,"2,3-Dihydro-6-methyl-5-phenylcarbamoyl-1,4-oxathiin",english,
DB04657,"5-Carboxanilido-2,3-dihydro-6-methyl-1,4-oxathiin",english,
DB04657,"5,6-Dihydro-2-methyl-1,4-oxathiin-3-carboxanilide",english,
DB04657,"5,6-Dihydro-2-methyl-3-carboxanilido-1,4-oxathiin",english,
DB04657,"5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide",english,
DB04657,Carbathiin,english,
DB04657,Carboxine,french,
DB04657,Oxatin,english,
DB04658,Calystegine B(2),english,
DB04660,"(2R)-2,3-dihydroxypropyl 2-(trimethylammonio)ethyl phosphate",english,
DB04660,alpha-Glycerophosphorylcholine,english,
DB04660,Choline alfoscerate,english,inn
DB04660,Choline alphoscerate,english,
DB04660,Choline glycerophosphate,english,
DB04660,Cholini glycerophosphas,latin,
DB04660,Glicerofosfato de colina,spanish,
DB04660,Glycerol phosphorylcholine,english,
DB04660,Glycerol-3-phosphatidylcholine,english,
DB04660,glycerol-3-phosphocholine,english,
DB04660,Glycerophosphate de choline,french,
DB04660,Glycerophosphocholine,english,
DB04660,Glycerophosphorylcholine,english,
DB04660,GPCho,english,
DB04660,L-alpha-Glycerophosphocholine,english,
DB04660,L-alpha-Glycerophosphorylcholine,english,
DB04660,sn-3-GPC,english,
DB04660,sn-Glycero-3-phosphocholine,english,
DB04661,1-(3-O-sulfo-beta-D-galactosyl)-N-[(15Z)-tetracos-15-enoyl]sphingosine,english,
DB04661,C24:1 Sulfatide,english,
DB04664,5-cyclohexyl-1-pentyl-beta-D-maltoside,english,
DB04664,CYMAL-5,english,
DB04664,CYMAL(R)-5,english,
DB04665,"1,2-benzopyrone",english,
DB04665,2H-1-benzopyran-2-one,english,
DB04665,2H-benzo(b)pyran-2-one,english,
DB04665,Coumarinic lactone,english,
DB04665,Cumarin,english,
DB04672,"3',5'-Cyclic dTMP",english,
DB04672,cTMP,english,
DB04672,Cyclic TMP,english,
DB04672,Thymidine cyclophosphate,english,
DB04676,DNS-lysine,english,
DB04676,N(epsilon)-Dansyl-L-lysine,english,
DB04679,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-beta-D-GlcpNAc,english,
DB04679,globo-H,english,
DB04679,H type I,english,
DB04679,H type I epitope,english,
DB04679,H type I trisaccharide,english,
DB04679,α-L-Fuc-(1→2)-β-D-Gal-(1→3)-β-D-GlcNAc,english,
DB04679,αLFuc(1-2)βDGal(1-3)βDGlcNAc,english,
DB04684,Dihexylenetriamine,english,
DB04684,"N-(6-Aminohexyl)-1,6-hexanediamine",english,
DB04688,Ecgonine methyl ester,english,
DB04690,(+)-camptothecin,english,
DB04690,(+)-camptothecine,english,
DB04690,(S)-(+)-camptothecin,english,
DB04690,20(S)-camptothecine,english,
DB04690,"21,22-Secocamptothecin-21-oic acid lactone",english,
DB04690,Camptothecine,english,
DB04690,D-camptothecin,english,
DB04693,"(5alpha)-Estrane-3,17-dione",english,
DB04693,"Estrane-3,17-dione",english,
DB04694,3-deoxy-3-fluoro-D-erythro-α-L-manno-non-2-ulopyranosonic acid,english,
DB04695,Farnesyl thiodiphosphate,english,
DB04698,9-Oxo-N-(2H-tetrazol-5-yl)-9H-xanthene-2-sulfonamide,english,
DB04699,"1,4-lactone",english,
DB04699,4-butyrolactone,english,
DB04699,4-hydroxybutyric acid lactone,english,
DB04699,butyrolactone,english,
DB04699,dihydrofuran-2(3h)-one,english,
DB04699,GBL,english,
DB04699,γ-butyrolactone,english,
DB04701,Glutathione ester,english,
DB04701,Glutathione S-methyl ester,english,
DB04701,L-gamma-Glutamyl-S-methyl-L-cysteinylglycine,english,
DB04703,(S)-(−)-hesperidin,english,
DB04703,Cirantin,english,
DB04703,Ciratin,english,
DB04703,Hesperetin 7-O-rutinoside,english,
DB04703,Hesperidin,english,jan
DB04703,Hesperidina,spanish,
DB04703,Hesperidoside,english,
DB04705,"5-Cholestene-3beta,25-diol",english,
DB04705,"Cholest-5-ene-3beta,25-diol",english,
DB04706,"(3β,7β)-cholest-5-ene-3,7-diol",english,
DB04706,7β-hydroxycholesterol,english,
DB04707,Hydroxy-fasudil,english,
DB04711,"3,3'-(adipoyldiimino)bis(2,4,6-triiodobenzoic acid)",english,
DB04711,Adipiodona,spanish,inn
DB04711,Adipiodone,english,inn/jan
DB04711,Adipiodonum,latin,inn
DB04711,Iodipamide,english,usp
DB04713,D-p-Iodophenylalanine,english,
DB04716,CMP 6,english,
DB04716,Pyridone 6,english,
DB04718,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-β-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-β-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-α-D-glucopyranoside",english,
DB04725,Licofelone,english,inn
DB04726,"7,8,10-Trimethylbenzo(g)pteridine-2,4(3H,10H)-dione",english,
DB04726,"7,8,10-Trimethylisoalloxazine",english,
DB04726,Lumiflavin,english,
DB04726,Lumiflavine,english,
DB04728,lividomicina,spanish,inn
DB04729,Gentamycin C12,english,
DB04734,(Z)-2-Methyl-2-butenedioic acid,english,
DB04734,2-Methyl-2-butenedioic acid,english,
DB04734,2-methylmaleic acid,english,
DB04734,cis-2-methylbutenedioic acid,english,
DB04734,cis-Methylbutenedioic acid,english,
DB04734,citraconate,english,
DB04734,Citraconsäure,german,
DB04734,Methyl-maleinsäure,german,
DB04734,Methylmaleic acid,english,
DB04734,α-methylmaleic acid,english,
DB04735,"3-beta-D-Galactosyl-1,2-diacylglycerol",english,
DB04735,D-Galactosyldiacylglycerol,english,
DB04735,MGDG,english,
DB04735,Monogalactosyl-diacylglycerol,english,
DB04737,(−)-mandelonitrile,english,
DB04737,(S)-(−)-mandelonitrile,english,
DB04737,(S)-Benzaldehyde cyanohydrin,english,
DB04737,l-mandelonitrile,english,
DB04738,(-)-Motuporin,english,
DB04738,Nodularin V,english,
DB04741,(+)-myxothiazol,english,
DB04741,Myxothiazol A,english,
DB04743,Nimesulida,spanish,inn
DB04743,Nimesulide,english,inn/ban/jan
DB04743,Nimesulidum,latin,inn
DB04744,"2-hydroxy-1,4-naphthalenedione",english,
DB04744,"2-hydroxy-1,4-naphthoquinone",english,
DB04744,2-hydroxynaphthoquinone,english,
DB04744,Lawsone,english,
DB04745,2-quinolone,english,
DB04745,2(1H)-Quinolinone,english,
DB04745,Carbostyril,english,
DB04745,o-Aminocinnamic acid lactam,english,
DB04745,Quinolin-2-ol,english,
DB04745,Quinolin-2(1H)-one,english,
DB04745,α-Quinolone,english,
DB04746,"(10E,12Z)-octadeca-10,12-dienoic acid",english,
DB04746,"(E,Z)-octadeca-10,12-dienoic acid",english,
DB04746,10-trans-12-cis-CLA,english,
DB04746,10-trans-12-cis-conjugated linoleic acid,english,
DB04746,10-trans-12-cis-linoleic acid,english,
DB04746,10-trans-12-cis-octadecadienoic acid,english,
DB04746,"10,12-trans,cis-octadecanoic acid",english,
DB04746,"C18:2, n-6,8 cis,trans",english,
DB04751,2-(1R-Isopropyl-2-hydroxyethylamino)-6-(3-chloroanilino)-9-isopropylpurine,english,
DB04751,Purv,english,
DB04752,PEth,english,
DB04776,(2R)-2-({6-[Benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-1-butanol,english,
DB04776,Aftin-4,english,
DB04777,(2R)-2-(4-nitrophenyl)oxirane,english,
DB04780,2-hydroxytetracosanoyl sulfatide,english,
DB04780,2-hydroxytetracosanoylgalactosylceramide sulfate,english,
DB04781,4-oxy-butan-carbonsäure,german,
DB04781,5-hydroxy-pentansäure,german,
DB04781,5-hydroxypentanoic acid,english,
DB04781,delta-hydroxypentanoic acid,english,
DB04781,delta-hydroxyvaleric acid,english,
DB04782,(2S)-2-(4-nitrophenyl)oxirane,english,
DB04784,(1R)-1-phenylethanol,english,
DB04784,(R)-alpha-methylbenzenemethanol,english,
DB04784,(R)-alpha-methylbenzyl alcohol,english,
DB04784,(R)-α-methylbenzenemethanol,english,
DB04784,(R)-α-methylbenzyl alcohol,english,
DB04785,Afragilimycin A,english,
DB04785,Portamycin,english,
DB04786,Suramin,english,
DB04786,Suramine,english,
DB04787,Tanaproget,english,inn/usan
DB04788,"(1R,4R,5R,6R,7S,8R)-6-Acetoxy-7-amino-4-carbamoyl-4-hydroxy-8-(phosphonooxy)-9-oxa-3-thiabicyclo[3.3.1]nonane-1-carboxylic acid",english,
DB04789,"5-Methyl-5,6,7,8-tetrahydrofolic acid",english,
DB04789,"5-Methyl-5,6,7,8-tetrahydropteroyl-L-glutamic acid",english,
DB04789,5-Methyltetrahydropteroyl monoglutamate,english,
DB04789,5-Methyltetrahydropteroylglutamic acid,english,
DB04789,N-Methyltetrahydrofolate,english,
DB04789,N-Methyltetrahydrofolic acid,english,
DB04789,N5-Methyltetrahydrofolate,english,
DB04789,N5-Methyltetrahydrofolic acid,english,
DB04789,N5-Methyltetrahydropteroylglutamate,english,
DB04790,"1,4:3,6-Dianhydro-2,5-bis-O-(3-carbamimidoylphenyl)-D-glucitol",english,
DB04794,"(+-)-1-(p,alpha-Diphenylbenzyl)imidazole",english,
DB04794,1-((4-Biphenylyl)phenylmethyl)-1H-imidazole,english,
DB04794,1-(alpha-(4-Biphenylyl)benzyl)imidazole,english,
DB04794,"1-(p,alpha-Diphenylbenzyl)imidazole",english,
DB04794,1-[biphenyl-4-yl(phenyl)methyl]imidazole,english,
DB04794,Bifonazol,spanish,inn
DB04794,Bifonazole,english,inn/ban/jan/usan
DB04794,Bifonazolum,latin,inn
DB04795,"1-Thenoyl-3,3,3-trifluoroacetone",english,
DB04795,"1,1,1-Trifluoro-3-(2-thenoyl)acetone",english,
DB04795,2-Thenoyltrifluoroacetone,english,
DB04795,alpha-Thenoyltrifluoroacetone,english,
DB04795,Perfluoroacetyl(2-thenoyl)methane,english,
DB04796,"(7E)-19-Nor-9,10-seco-14beta-cholesta-5,7-dien-23-yne-1alpha,3beta,25-triol",english,
DB04796,Inecalcitol,english,inn
DB04799,"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole",english,
DB04799,"6-hydroxy-5-undecyl-1,3-benzothiazole-4,7-dione",english,
DB04799,"6-Hydroxy-5-undecyl-4,7-benzothiazoledione",english,
DB04799,UHDBT,english,
DB04801,(Z)-11-octadecenoic acid,english,
DB04801,(Z)-octadec-11-enoic acid,english,
DB04801,Asclepic acid,english,
DB04801,cis-11-octadecenoic acid,english,
DB04801,cis-octadec-11-enoic acid,english,
DB04801,trans-11-Octadecensäure,german,
DB04802,"(2R,3R)-2,3-Diaminobutanoic acid",english,
DB04804,"(2S,3R)-2,3-Diaminobutanoic acid",english,
DB04804,"L-threo-2,3-diamino-butyric acid",english,
DB04804,"L-Threo-alpha,beta-diaminobutyric acid",english,
DB04805,Staphylomycin S,english,
DB04805,Staphylomycin S1,english,
DB04805,Virginiamycin factor S,english,
DB04805,Virginiamycin factor S1,english,
DB04808,"2-desoxy-4-O-(2,6-diamino-2,6-didesoxy-α-D-glucopyranosyl)-D-streptamin",english,
DB04808,"4-O-(2,6-diamino-2,6-dideoxy-α-D-glucopyranosyl)-2-deoxy-D-streptamine",english,
DB04808,Dekamycin V,english,
DB04808,Nebramycin X,english,
DB04808,Negamicin,english,
DB04808,Neomycin A,english,
DB04812,(±)-benoxaprofen,english,
DB04812,(1)-2-(4-Chlorophenyl)benzoxazole-5-propionic acid,english,
DB04812,2-(4-Chlorophenyl)-alpha-methyl-5-benzoxazoleacetic acid,english,
DB04812,2-(4-chlorophenyl)-α-methyl-5-benzoxazoleacetic acid,english,
DB04812,2-(p-chlorophenyl)-α-methyl-5-benzoxazoleacetic acid,english,
DB04812,Benoxaprofen,english,inn/ban/jan/usan
DB04812,Benoxaprofene,french,inn
DB04812,Benoxaprofeno,spanish,inn
DB04812,Benoxaprofenum,latin,inn
DB04812,DL-benoxaprofen,english,
DB04813,"2-Hydroxy-3,5-dichlorophenyl sulfide",english,
DB04813,"2-Hydroxy-3,5-dichlorophenyl sulphide",english,
DB04813,"2,2'-Dihydroxy-3,3',5,5'-tetrachlorodiphenyl sulfide",english,
DB04813,"2,2'-Dihydroxy-3,3',5,5'-tetrachlorodiphenylsulfide",english,
DB04813,"2,2'-sulfanediylbis(4,6-dichlorophenol)",english,iupac
DB04813,"2,2'-Thiobis(4,6-dichlorophenol)",english,
DB04813,"Bis(3,5-dichloro-2-hydroxyphenyl) sulfide",english,
DB04813,Bithionol,english,inn/ban/jan
DB04813,Bithionol sulfide,english,
DB04813,Bithionolate,english,
DB04813,Bithionolum,latin,inn
DB04813,Bitionol,spanish,inn
DB04814,"2-(3-Butyramido-3,4,6-triiodophenylmethylene)butyric acid",english,
DB04814,Bunamiodilo,spanish,inn
DB04814,Bunamiodyl,english,inn
DB04814,Bunamiodylum,latin,inn
DB04815,5-Chlor-7-jod-8-hydroxy-chinolin,german,
DB04815,5-Chloro-7-iodo-8-hydroxyquinoline,english,
DB04815,5-Chloro-7-iodo-8-quinolinol,english,
DB04815,5-chloro-7-iodoquinolin-8-ol,english,iupac
DB04815,5-Chloro-8-hydroxy-7-iodoquinoline,english,
DB04815,7-Iodo-5-chloro-8-hydroxyquinoline,english,
DB04815,7-Iodo-5-chloroxine,english,
DB04815,Chloroiodoquin,english,
DB04815,Clioquinol,english/spanish,inn/usp
DB04815,Clioquinolum,latin,inn
DB04815,Iodochlorhydroxyquin,english,
DB04815,Iodochlorhydroxyquinoline,english,
DB04815,Iodochlorohydroxyquin,english,
DB04815,Iodochloroxyquinoline,english,
DB04816,"1,8-dihydroxy-9,10-anthracenedione",english,
DB04816,"1,8-dihydroxy-9,10-anthraquinone",english,
DB04816,"1,8-dihydroxyanthra-9,10-quinone",english,
DB04816,"1,8-Dihydroxyanthrachinon",english,
DB04816,"1,8-Dihydroxyanthraquinone",english,
DB04816,Chrysazin,english,
DB04816,Danthron,english,usp
DB04816,Dantron,english,inn
DB04816,Dantrona,spanish,inn
DB04816,Dantrone,french,inn
DB04816,Dantronum,latin,inn
DB04817,Dipyrone,english,
DB04817,Metamizol,spanish,
DB04818,Iproniazid,english,inn/ban/dcf
DB04818,Iproniazida,spanish,inn
DB04818,Iproniazide,french,inn
DB04818,Iproniazidum,latin,inn
DB04819,2-[[2-(Dimethylamino)ethyl]-2-thenylamino]pyridine,english,
DB04819,Methapyrilene,english,inn
DB04819,Methypyrilene,english,
DB04819,"N-(α-pyridyl)-N-(α-thenyl)-N',N'-dimethylethylenediamine",english,
DB04819,"N,N-dimethyl-N'-pyrid-2-yl-N'-2-thenylethylenediamine",english,
DB04819,"N,N-dimethyl-N'-pyridin-2-yl-N'-(2-thienylmethyl)ethane-1,2-diamine",english,
DB04819,Thenylpyramine,english,
DB04820,1-(2-(Benzylcarbamoyl)ethyl)-2-isonicotinoylhydrazine,english,
DB04820,2-(2-(Benzylcarbamoyl)ethyl)hydrazide isonicotinic acid,english,
DB04820,2-(2-(Benzylcarbamyl)ethyl)hydrazide isonicotinic acid,english,
DB04820,BEIH,english,
DB04820,Isonicotinic acid 2-((2-benzylcarbamoyl)ethyl)hydrazide,english,
DB04820,"Isonicotinic acid, 2-(2-(benzylcarbamoyl)ethyl)hydrazide",english,
DB04820,N-(2-(Benzylcarbamyl)ethylamino)isonicotinamide,english,
DB04820,N-benzyl-beta-(isonicotinoylhydrazine)propionamide,english,
DB04820,N-benzyl-beta-(isonicotinylhydrazino)propionamide,english,
DB04820,N-Isonicotinoyl-N'(beta-N-benzylcarboxamidoethyl)hydrazine,english,
DB04820,Nialamida,spanish,inn
DB04820,Nialamide,english,inn
DB04820,Nialamidum,latin,inn
DB04821,(+-)-nomifensin,english,
DB04821,(+-)-nomifensine,english,
DB04821,"2-Methyl-4-phenyl-1,2,3,4-tetrahydro-isoquinolin-8-ylamine",english,
DB04821,"8-Amino-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline",english,
DB04821,"D,L-nomifensine",english,
DB04821,Nomifensin,english,
DB04821,Nomifensina,spanish,inn
DB04821,Nomifensine,english,inn
DB04821,Nomifensinum,latin,inn
DB04822,2-(2-Diethylaminoethoxy)ethyl 2-ethyl-2-phenylbutyrate,english,
DB04822,Oxeladin,english,inn/ban
DB04822,Oxeladina,spanish,inn
DB04822,Oxeladine,french,inn
DB04822,Oxeladinum,latin,inn
DB04823,"1,3-Dihydro-3,3-bis(4-hydroxyphenyl)-2H-indol-2-one",english,
DB04823,"3,3-Bis(4-hydroxyphenyl)oxindole",english,
DB04823,"3,3-Bis(p-hydroxyphenyl)-2-indolinone",english,
DB04823,"3,3-Bis(p-hydroxyphenyl)oxindole",english,
DB04823,"4,4'-Dihydroxydiphenylisatin",english,
DB04823,Dihydroxyphenoloxindol,english,
DB04823,Oxifenisatina,spanish,inn
DB04823,Oxyphenisatine,english,inn
DB04823,Oxyphenisatinum,latin,inn
DB04824,"3,3-Bis(4-hydroxyphenyl)phthalide",english,
DB04824,Fenolftalein,czech,
DB04824,Fenolftaleina,spanish,inn
DB04824,Phenolphtaleine,french,inn
DB04824,Phenolphthalein,english,inn/ban/usp
DB04824,Phenolphthaleinum,latin,inn
DB04824,Phthalimetten,english,
DB04824,Phthalin,english,
DB04824,Yellow phenolphthalein,english,
DB04825,"1-Phenyl-2-(1',1'-diphenylpropyl-3'-amino)propane",english,
DB04825,DL-prenylamine,english,
DB04825,N-(1-Methyl-2-phenylethyl)-gamma-phenylbenzenepropanamine,english,
DB04825,"N-(3,3-Diphenylpropyl)-alpha-methylphenaethylamin",german,
DB04825,"N-(3,3-Diphenylpropyl)-alpha-methylphenethylamine",english,
DB04825,Prenilamina,spanish,inn
DB04825,Prenylamine,english,inn/ban/usan
DB04825,Prenylaminum,latin,inn
DB04826,1-Methyl-4-amino-N-phenyl-N-(2-thenyl)piperidine,english,
DB04826,1-Methyl-4-N-2-thenylanilinopiperidine,english,
DB04826,Tenalidina,spanish,inn
DB04826,Thenalidine,english,inn/ban
DB04826,Thenalidinum,latin,inn
DB04826,Thenophenopiperidine,english,
DB04827,Aethylcarbamat,german,
DB04827,Aethylurethan,german,
DB04827,Carbamic acid ethyl ester,english,
DB04827,Carbamidsaeure-aethylester,german,
DB04827,Ethyl carbamate,english,
DB04827,Ethylester kyseliny karbaminove,czech,
DB04827,Uretan etylowy,polish,
DB04827,Uretano,italian,dcit
DB04827,Urethan,english,
DB04827,Urethane,english,inn
DB04827,Urethanum,latin,inn
DB04828,"5-(4-Chlorobenzoyl)-1,4-dimethyl-1H-pyrrole-2-acetic acid",english,
DB04828,Zomepirac,english,inn
DB04828,Zomepiracum,latin,inn
DB04829,(+)-LSD,english,
DB04829,D-lysergic acid diethylamide,english,
DB04829,Diethylamid kyseliny lysergove,czech,
DB04829,LSD,english,
DB04829,LSD 25,english,
DB04829,Lysergic acid diethylamide,english,
DB04829,Lysergide,english,inn
DB04829,Lysergidum,latin,inn
DB04829,Lysergsäurediäthylamid,german,
DB04829,Lysergsäurediethylamid,german,
DB04829,"N,N-diethyl-(+)-lysergamide",english,
DB04829,"N,N-diethyl-D-lysergamide",english,
DB04829,"N,N-diethyllysergamide",english,
DB04830,1-Butylbiguanide,english,
DB04830,Buformin,english,inn/usan
DB04830,Buformina,spanish,inn
DB04830,Buformine,french,inn
DB04830,Buforminum,latin,inn
DB04831,"(2,3-Dichloro-4-(2-thenoyl)phenoxy)acetic acid",english,
DB04831,"(2,3-Dichloro-4-(2-thiophenecarbonyl)phenoxy)acetic acid",english,
DB04831,"4-(2-Theonyl)-2,3-dichlorphenoxyessigsäure",german,
DB04831,"4-(2-Thienylketo)-2,3-dichlorophenoxyacetic acid",english,
DB04831,Acide tiénilique,french,inn
DB04831,ácido tienilico,spanish,inn
DB04831,Acidum tienilicum,latin,inn
DB04831,Thienylic acid,english,
DB04831,Ticrynafen,english,usan
DB04831,Tienilic acid,english,inn
DB04831,Tienilico acido,spanish,
DB04832,(Z)-3-(4'-Bromophenyl)-3-(3''-pyridyl)dimethylallylamine,english,
DB04832,(Z)-zimelidine,english,
DB04832,cis-zimelidine,english,
DB04832,Zimeldina,spanish,
DB04832,Zimeldine,english,inn/ban
